ID;Ganancia;Online;CategoriaEdad;CategoriaIngresos;Permanencia;Municipio
24302;258;0;4;6;24.75;Salsipuedes
24303;-81;1;;1;7.83;Salsipuedes
24304;-46;0;2;5;1.58;Salsipuedes
24305;135;0;;;15;Macumba
24306;-32;0;2;3;4.08;Salsipuedes
24307;-124;0;2;6;7.33;Salsipuedes
24308;-30;1;;;9.25;Losmochis
24309;476;0;4;3;7.33;Macumba
24310;-3;0;2;7;3;Salsipuedes
24311;-29;0;;6;1.75;Salsipuedes
24312;-89;0;;;12.83;Salsipuedes
24313;939;0;7;4;20.83;Losmochis
24314;155;1;2;7;7.91;Salsipuedes
24315;1015;0;;;10.33;Salsipuedes
24316;245;0;3;6;6.5;Salsipuedes
24317;-14;0;;;1.91;Macumba
24318;-9;0;2;9;3.58;Salsipuedes
24319;-25;0;4;8;0.83;Macumba
24320;501;0;3;7;2.41;Macumba
24321;175;1;3;7;5.75;Losmochis
24322;27;0;5;3;18.91;Salsipuedes
24323;39;0;5;7;2.41;Macumba
24324;-46;0;1;5;3.5;Salsipuedes
24325;-41;0;5;3;25.33;Losmochis
24326;0;0;5;9;4.25;Salsipuedes
24327;236;0;7;2;18.08;Salsipuedes
24328;1191;0;4;9;15;Salsipuedes
24329;-52;0;4;3;14.58;Salsipuedes
24330;173;0;3;1;12.25;Macumba
24331;-152;0;;;29.75;Losmochis
24332;-20;0;3;1;2.58;Salsipuedes
24333;112;0;4;1;26.58;Salsipuedes
24334;480;0;2;8;0.33;Salsipuedes
24335;-55;0;4;6;12.5;Salsipuedes
24336;-29;0;5;3;3.5;Salsipuedes
24337;218;0;6;6;27.66;Salsipuedes
24338;-7;0;;;3.41;Macumba
24339;-87;0;4;5;15.33;Salsipuedes
24340;145;0;;;12.41;Salsipuedes
24341;-115;0;6;1;10.5;Salsipuedes
24342;39;0;5;6;6.25;Salsipuedes
24343;471;0;6;1;5.66;Losmochis
24344;127;1;4;7;1.58;Salsipuedes
24345;-162;0;3;7;15.41;Salsipuedes
24346;-10;0;;;7.75;Losmochis
24347;6;0;6;8;27.66;Salsipuedes
24348;-97;0;5;7;18.25;Macumba
24349;46;0;3;3;1.58;Salsipuedes
24350;-12;0;5;7;2.66;Salsipuedes
24351;-34;0;4;3;4.66;Salsipuedes
24352;-44;0;5;1;12.83;Salsipuedes
24353;-20;0;4;2;1.41;Salsipuedes
24354;-83;0;5;6;1.41;Salsipuedes
24355;269;0;;;16.91;Losmochis
24356;-21;0;1;7;12.25;Salsipuedes
24357;391;0;;;17.41;Salsipuedes
24358;-18;0;;;31.08;Salsipuedes
24359;331;0;2;7;6.83;Salsipuedes
24360;147;0;6;4;4.58;Salsipuedes
24361;-54;0;3;3;19.41;Salsipuedes
24362;92;1;1;5;7.5;Losmochis
24363;-60;0;2;4;7.66;Salsipuedes
24364;-83;0;4;3;1.08;Salsipuedes
24365;-52;0;3;6;2;Macumba
24366;227;0;3;8;4.66;Salsipuedes
24367;-42;0;3;7;13.58;Salsipuedes
24368;614;0;;;15.5;Salsipuedes
24369;525;0;6;5;19.16;Salsipuedes
24370;-4;0;;1;0.58;Salsipuedes
24371;1852;0;;;28.58;Salsipuedes
24372;38;0;;;0.66;Salsipuedes
24373;-115;0;5;5;8.83;Salsipuedes
24374;-12;0;4;4;1.41;Salsipuedes
24375;1546;0;;;5.25;Salsipuedes
24376;-54;0;;;2.75;Salsipuedes
24377;83;0;3;8;21.58;Salsipuedes
24378;26;0;;;10.08;Salsipuedes
24379;9;0;;;12.41;Macumba
24380;96;0;7;4;10.33;Salsipuedes
24381;15;0;3;6;4.83;Salsipuedes
24382;0;0;3;9;9.75;Salsipuedes
24383;-6;0;7;3;8.83;Macumba
24384;-83;0;;1;8.91;Salsipuedes
24385;-26;0;;;17.33;Salsipuedes
24386;-13;0;6;3;11.75;Losmochis
24387;237;0;7;2;22.25;Salsipuedes
24388;-148;1;5;7;23.25;Salsipuedes
24389;213;0;;;1.66;Macumba
24390;-17;0;4;4;0.5;Salsipuedes
24391;232;0;;;3.33;Salsipuedes
24392;10;0;4;3;13.08;Salsipuedes
24393;-58;0;5;3;32.25;Salsipuedes
24394;-30;0;;;0.41;Salsipuedes
24395;-87;0;3;6;13;Salsipuedes
24396;-10;0;6;7;10.66;Salsipuedes
24397;438;0;6;2;13.5;Losmochis
24398;573;1;3;;11;Salsipuedes
24399;-25;0;2;7;6.16;Salsipuedes
24400;273;0;4;9;18.41;Salsipuedes
24401;-46;0;5;1;4.16;Losmochis
24402;-85;0;;;2.16;Salsipuedes
24403;-19;0;7;2;24.5;Salsipuedes
24404;65;0;3;7;10.41;Salsipuedes
24405;261;0;5;9;29.25;Salsipuedes
24406;-30;0;;;10.08;Salsipuedes
24407;-76;1;2;5;19.5;Salsipuedes
24408;346;0;5;4;18;Macumba
24409;197;1;7;6;4.91;Salsipuedes
24410;-3;0;1;1;4.08;Salsipuedes
24411;-93;0;;;5.16;Salsipuedes
24412;-91;0;6;9;29.25;Salsipuedes
24413;990;0;;;3.16;Salsipuedes
24414;-50;1;6;5;6;Salsipuedes
24415;-23;0;2;1;5.66;Salsipuedes
24416;71;1;3;7;19;Salsipuedes
24417;-46;0;7;1;0.75;Salsipuedes
24418;384;0;7;3;8.91;Salsipuedes
24419;-30;0;2;6;2.16;Salsipuedes
24420;523;0;;;22.91;Salsipuedes
24421;-92;0;7;9;6.58;Salsipuedes
24422;-61;0;7;1;34.5;Losmochis
24423;49;0;2;2;13;Salsipuedes
24424;-33;0;5;6;11.41;Salsipuedes
24425;118;0;;;8.75;Salsipuedes
24426;663;0;3;7;11.66;Salsipuedes
24427;-3;1;2;6;5.83;Salsipuedes
24428;73;0;6;2;26.5;Salsipuedes
24429;-80;0;;;2.25;Salsipuedes
24430;-20;0;2;9;7.58;Salsipuedes
24431;39;0;7;2;27.41;Macumba
24432;397;1;2;6;4.91;Salsipuedes
24433;231;0;;;7.66;Salsipuedes
24434;106;0;;;8.08;Salsipuedes
24435;74;0;4;3;7.25;Macumba
24436;60;0;4;4;5.83;Salsipuedes
24437;88;0;5;6;14;Salsipuedes
24438;-55;0;2;9;10.41;Salsipuedes
24439;107;0;4;5;6.33;Salsipuedes
24440;2;0;;;7.16;Salsipuedes
24441;755;0;5;8;3;Losmochis
24442;501;0;2;5;5.33;Macumba
24443;124;0;7;7;27.25;Salsipuedes
24444;-16;0;3;1;1.16;Macumba
24445;-1;0;;;8;Salsipuedes
24446;329;1;5;7;17.16;Salsipuedes
24447;136;0;2;2;5.5;Salsipuedes
24448;-104;0;5;9;30.08;Salsipuedes
24449;21;0;5;2;10.66;Salsipuedes
24450;250;0;2;5;1.75;Salsipuedes
24451;327;0;4;6;1.08;Salsipuedes
24452;0;0;2;6;4.41;Macumba
24453;-69;0;3;9;8.33;Salsipuedes
24454;-63;0;2;7;5.66;Losmochis
24455;-114;0;;;3.08;Salsipuedes
24456;-37;0;2;6;5.16;Salsipuedes
24457;-165;0;5;4;8.66;Salsipuedes
24458;163;0;2;3;2.58;Salsipuedes
24459;897;0;;;8.75;Salsipuedes
24460;175;0;3;6;10.5;Salsipuedes
24461;506;0;2;3;4.58;Salsipuedes
24462;-98;0;4;5;2.75;Salsipuedes
24463;883;0;6;4;15.33;Salsipuedes
24464;-92;0;;;27.58;Salsipuedes
24465;-31;0;;;11.08;Salsipuedes
24466;-11;0;6;9;3.58;Salsipuedes
24467;139;0;3;6;7.41;Macumba
24468;0;0;;;5.5;Salsipuedes
24469;176;0;5;4;14.16;Losmochis
24470;-67;0;3;3;9.58;Losmochis
24471;-125;0;3;5;2.41;Macumba
24472;-16;0;;7;6.33;Salsipuedes
24473;157;0;4;6;7.66;Salsipuedes
24474;360;0;7;1;16.33;Salsipuedes
24475;-26;0;;;16;Salsipuedes
24476;221;0;4;7;15;Salsipuedes
24477;-19;0;;;4.66;Macumba
24478;105;0;5;9;11.83;Salsipuedes
24479;77;0;3;9;7.75;Salsipuedes
24480;383;0;2;;1.33;Salsipuedes
24481;-4;0;;;3.75;Losmochis
24482;490;0;;;15.33;Macumba
24483;30;0;3;6;8.33;Salsipuedes
24484;228;1;2;3;0.16;Macumba
24485;-9;0;3;5;0.58;Salsipuedes
24486;-37;0;4;7;10.91;Salsipuedes
24487;163;0;5;5;0.25;Losmochis
24488;-99;0;4;4;10;Salsipuedes
24489;226;0;7;6;7.5;Salsipuedes
24490;-104;0;;;2.91;Salsipuedes
24491;708;0;5;9;17.16;Salsipuedes
24492;57;0;3;6;5.75;Salsipuedes
24493;-47;0;;;6.58;Salsipuedes
24494;-57;0;;;6.75;Salsipuedes
24495;56;0;2;3;8.5;Losmochis
24496;420;0;3;8;12.08;Salsipuedes
24497;-69;1;2;4;6.33;Losmochis
24498;179;0;5;3;34;Macumba
24499;103;0;;;6.41;Salsipuedes
24500;5;0;;;11.91;Salsipuedes
24501;361;0;6;8;3.33;Salsipuedes
24502;573;0;3;5;5.41;Losmochis
24503;-72;0;4;6;7.33;Salsipuedes
24504;394;0;5;6;0.91;Salsipuedes
24505;-83;0;;;0.75;Salsipuedes
24506;21;0;4;9;3.25;Salsipuedes
24507;-16;0;;;1.91;Salsipuedes
24508;-3;1;4;7;0.16;Salsipuedes
24509;-80;1;4;5;13.58;Salsipuedes
24510;187;1;4;6;8.08;Salsipuedes
24511;-100;0;;;12.58;Salsipuedes
24512;45;1;2;1;5.41;Macumba
24513;56;0;4;8;8.91;Salsipuedes
24514;130;0;;;19.16;Salsipuedes
24515;91;0;3;8;7.41;Salsipuedes
24516;-44;0;2;6;7.58;Salsipuedes
24517;161;0;4;;14.58;Salsipuedes
24518;63;0;;;5.41;Salsipuedes
24519;-36;0;6;5;7.41;Salsipuedes
24520;-30;0;3;1;5.33;Losmochis
24521;2;0;;;2.58;Salsipuedes
24522;77;0;;;4.41;Losmochis
24523;962;0;2;5;11.58;Salsipuedes
24524;-26;0;4;4;0.25;Macumba
24525;-125;0;;;6.33;Salsipuedes
24526;453;1;;;15.25;Salsipuedes
24527;706;0;6;4;3.41;Losmochis
24528;-14;0;4;4;6.41;Macumba
24529;716;0;5;7;6.66;Salsipuedes
24530;11;0;;;1.58;Salsipuedes
24531;-24;0;;;16.41;Salsipuedes
24532;10;0;4;9;1.16;Salsipuedes
24533;120;1;;;20;Losmochis
24534;-107;0;2;8;5.41;Salsipuedes
24535;20;0;7;3;32.75;Salsipuedes
24536;-24;1;4;7;8.5;Salsipuedes
24537;-88;0;4;6;5.5;Losmochis
24538;-23;0;6;9;18.33;Salsipuedes
24539;-1;0;2;3;5.25;Salsipuedes
24540;-8;0;6;5;2.66;Macumba
24541;-45;0;3;4;4;Salsipuedes
24542;67;0;7;6;15.75;Salsipuedes
24543;-67;1;3;5;10.25;Salsipuedes
24544;4;0;6;3;29.66;Salsipuedes
24545;-3;0;4;5;4.41;Salsipuedes
24546;-33;1;4;4;2.16;Salsipuedes
24547;137;0;2;7;4.25;Salsipuedes
24548;0;0;;;0.5;Salsipuedes
24549;189;0;2;7;2.58;Salsipuedes
24550;18;0;;;1.66;Salsipuedes
24551;-5;0;6;6;22.66;Macumba
24552;312;0;;;28.91;Salsipuedes
24553;424;0;4;1;2.08;Losmochis
24554;11;1;4;8;11.66;Salsipuedes
24555;3;0;1;9;4.08;Salsipuedes
24556;5;0;;;1.75;Salsipuedes
24557;152;0;4;7;27.91;Macumba
24558;5;1;;;2.58;Salsipuedes
24559;-26;0;;;1.5;Salsipuedes
24560;46;0;6;6;12;Salsipuedes
24561;724;0;7;1;15.25;Macumba
24562;312;0;;;7.58;Macumba
24563;627;0;2;6;7.5;Salsipuedes
24564;3;0;3;6;11;Losmochis
24565;166;0;3;6;1.91;Macumba
24566;68;1;3;4;2;Salsipuedes
24567;-80;0;;;13.83;Losmochis
24568;-2;0;4;3;13.75;Salsipuedes
24569;443;0;6;4;26.33;Losmochis
24570;-6;0;;;1.25;Salsipuedes
24571;-12;0;;;29.25;Losmochis
24572;26;1;4;7;3.5;Macumba
24573;48;0;2;7;6.66;Salsipuedes
24574;-32;0;4;1;4.25;Salsipuedes
24575;348;0;2;4;4.41;Losmochis
24576;2;0;4;6;4.41;Salsipuedes
24577;7;0;5;6;15.58;Salsipuedes
24578;171;0;5;6;9.83;Salsipuedes
24579;-125;0;3;6;10.5;Losmochis
24580;-52;0;7;4;23.33;Salsipuedes
24581;-33;0;;;8.5;Salsipuedes
24582;1535;0;5;6;7.91;Macumba
24583;9;0;;;9.5;Macumba
24584;-34;0;;;1.33;Salsipuedes
24585;102;0;5;3;2.83;Salsipuedes
24586;17;0;3;5;1.75;Salsipuedes
24587;342;0;7;9;7.83;Salsipuedes
24588;325;0;6;6;27;Salsipuedes
24589;-6;0;7;7;6.16;Macumba
24590;206;0;;;12.66;Salsipuedes
24591;355;0;3;6;2.08;Losmochis
24592;-58;0;;;6.33;Salsipuedes
24593;-65;0;4;1;1.08;Salsipuedes
24594;-18;0;3;5;14.91;Losmochis
24595;332;0;5;6;24.16;Salsipuedes
24596;-81;0;4;4;20.75;Salsipuedes
24597;-29;0;3;3;10.75;Salsipuedes
24598;-57;0;3;4;15.5;Salsipuedes
24599;323;0;7;6;22.08;Salsipuedes
24600;377;0;2;9;3.75;Salsipuedes
24601;317;0;4;7;23.08;Salsipuedes
24602;190;1;2;6;10.08;Salsipuedes
24603;90;0;;;6.33;Salsipuedes
24604;35;0;2;5;7.33;Macumba
24605;273;0;7;1;22.08;Salsipuedes
24606;-37;0;;;1.25;Salsipuedes
24607;-19;0;3;4;30.41;Macumba
24608;18;1;3;5;9.91;Salsipuedes
24609;-2;0;6;4;13;Losmochis
24610;204;0;6;7;20.75;Salsipuedes
24611;433;0;2;6;6.91;Salsipuedes
24612;-26;0;4;3;1.41;Macumba
24613;321;0;7;9;20.83;Salsipuedes
24614;-36;0;3;9;1.66;Salsipuedes
24615;346;0;7;2;30;Salsipuedes
24616;1212;0;6;9;7.33;Salsipuedes
24617;-193;1;2;8;5.58;Salsipuedes
24618;-4;0;;2;1.66;Salsipuedes
24619;62;0;3;9;11.5;Salsipuedes
24620;-39;0;;;1.08;Losmochis
24621;-18;0;1;;2.08;Salsipuedes
24622;-21;0;3;6;2.75;Salsipuedes
24623;35;0;3;9;10.5;Salsipuedes
24624;8;0;4;6;7.33;Losmochis
24625;-168;1;3;7;9;Salsipuedes
24626;141;1;3;6;14.25;Salsipuedes
24627;-109;0;;;29.33;Salsipuedes
24628;156;0;3;6;9.16;Salsipuedes
24629;-20;0;3;1;12;Salsipuedes
24630;-91;0;6;3;23.25;Losmochis
24631;0;0;4;5;1.66;Losmochis
24632;-50;0;;;10.5;Salsipuedes
24633;56;0;;;6.58;Macumba
24634;4;0;2;;1.75;Salsipuedes
24635;475;0;4;9;20.16;Salsipuedes
24636;2061;0;4;9;21.16;Salsipuedes
24637;111;0;;;3.08;Salsipuedes
24638;-77;0;4;9;12;Salsipuedes
24639;-34;0;;;7.16;Macumba
24640;-166;0;7;8;15.5;Salsipuedes
24641;-28;0;3;3;5;Salsipuedes
24642;-8;0;3;4;2;Salsipuedes
24643;153;0;3;8;8.33;Salsipuedes
24644;-31;0;;7;5.08;Salsipuedes
24645;403;0;4;5;11;Salsipuedes
24646;-71;0;4;6;30.16;Losmochis
24647;385;0;7;6;17.25;Losmochis
24648;2031;0;;;5;Macumba
24649;-36;1;;;15.25;Salsipuedes
24650;13;1;;;10.33;Salsipuedes
24651;-83;0;6;3;31.66;Losmochis
24652;-34;0;5;1;3.91;Losmochis
24653;-3;0;7;3;22.91;Losmochis
24654;1643;0;7;9;19.58;Macumba
24655;152;0;6;9;25.58;Salsipuedes
24656;-18;0;;;7.5;Salsipuedes
24657;-28;0;;;0.5;Salsipuedes
24658;1394;0;4;3;21.83;Salsipuedes
24659;-2;0;;;0.25;Salsipuedes
24660;-7;0;2;1;1.66;Salsipuedes
24661;761;0;5;7;10.58;Salsipuedes
24662;-28;0;3;6;2;Salsipuedes
24663;69;0;7;9;23.75;Salsipuedes
24664;116;0;5;1;33.83;Macumba
24665;535;1;4;6;4.83;Losmochis
24666;-59;0;6;1;33.91;Salsipuedes
24667;353;0;4;9;27.33;Salsipuedes
24668;125;0;3;8;3.08;Salsipuedes
24669;-133;0;5;8;10.5;Salsipuedes
24670;270;0;;;9.66;Macumba
24671;609;1;2;7;2.5;Salsipuedes
24672;9;0;4;6;16.25;Salsipuedes
24673;-37;0;;;5.41;Losmochis
24674;109;0;;;1.33;Salsipuedes
24675;59;0;3;8;7.41;Salsipuedes
24676;-19;0;6;5;22.58;Losmochis
24677;-65;0;;;10.41;Salsipuedes
24678;-165;0;3;8;5.08;Salsipuedes
24679;29;0;;;22.91;Losmochis
24680;-8;0;3;8;10.08;Salsipuedes
24681;635;0;3;5;1.08;Salsipuedes
24682;276;0;1;6;5.75;Salsipuedes
24683;-18;0;;;1.5;Salsipuedes
24684;-29;0;4;3;1.5;Salsipuedes
24685;-147;1;3;9;8.08;Salsipuedes
24686;-20;0;5;9;10.91;Salsipuedes
24687;49;0;3;5;8.33;Salsipuedes
24688;-38;0;2;9;5.16;Salsipuedes
24689;202;0;;;27.41;Macumba
24690;201;0;7;4;14.58;Salsipuedes
24691;-176;0;;;6.08;Salsipuedes
24692;-51;0;3;6;1.5;Salsipuedes
24693;531;0;5;8;36.33;Salsipuedes
24694;-43;0;;;5.25;Salsipuedes
24695;76;1;;;1;Salsipuedes
24696;-136;0;3;7;9.16;Salsipuedes
24697;-33;0;3;2;4.25;Macumba
24698;-14;1;3;4;3.66;Salsipuedes
24699;76;0;5;8;7.25;Salsipuedes
24700;11;0;3;6;1;Salsipuedes
24701;2;0;3;7;10.66;Salsipuedes
24702;1;0;;1;7.58;Salsipuedes
24703;168;0;7;1;21.5;Salsipuedes
24704;-38;0;;;2.16;Salsipuedes
24705;62;0;;;19.58;Salsipuedes
24706;189;0;3;3;2.75;Salsipuedes
24707;-34;0;5;;20.58;Salsipuedes
24708;-55;0;;;2;Salsipuedes
24709;-6;0;4;8;3.83;Salsipuedes
24710;5;0;;;2.66;Macumba
24711;532;0;6;2;4.5;Salsipuedes
24712;19;0;7;6;40.33;Salsipuedes
24713;-17;0;4;4;5.5;Salsipuedes
24714;146;0;3;7;14.33;Salsipuedes
24715;-91;0;;;9.58;Losmochis
24716;168;0;5;9;18.16;Salsipuedes
24717;-3;0;;;7.58;Salsipuedes
24718;-2;0;;;1.33;Salsipuedes
24719;113;0;2;7;5.91;Salsipuedes
24720;-60;0;2;6;5.25;Salsipuedes
24721;-15;0;6;7;11.5;Macumba
24722;8;0;2;9;7.08;Salsipuedes
24723;-25;0;4;9;2.08;Salsipuedes
24724;-3;0;;;1.5;Salsipuedes
24725;-21;0;2;2;2.5;Salsipuedes
24726;-8;0;3;6;1.41;Macumba
24727;15;0;;1;1.16;Losmochis
24728;23;0;;;5.91;Salsipuedes
24729;273;1;2;6;2.66;Salsipuedes
24730;663;0;7;6;12.5;Salsipuedes
24731;316;1;3;9;3.91;Salsipuedes
24732;-147;0;2;5;4.16;Salsipuedes
24733;-47;0;3;5;10;Salsipuedes
24734;111;1;2;7;4.5;Salsipuedes
24735;-137;0;4;7;17.66;Salsipuedes
24736;36;0;4;3;0.58;Salsipuedes
24737;583;0;4;6;15.75;Salsipuedes
24738;1078;0;7;9;20;Salsipuedes
24739;26;0;;;7.75;Salsipuedes
24740;-56;0;;;13.66;Salsipuedes
24741;-160;0;;;27.41;Salsipuedes
24742;272;0;4;6;4.91;Macumba
24743;140;1;5;1;9.41;Losmochis
24744;344;0;6;8;18.58;Salsipuedes
24745;157;0;1;7;3.83;Macumba
24746;-111;0;5;1;23.91;Macumba
24747;1249;0;6;7;34.33;Losmochis
24748;186;1;2;3;3.33;Salsipuedes
24749;-69;0;6;1;3;Macumba
24750;132;0;5;6;6.91;Salsipuedes
24751;13;0;4;5;19.66;Losmochis
24752;-39;0;1;6;2.08;Salsipuedes
24753;-181;0;4;4;7.33;Losmochis
24754;120;0;7;7;17.41;Salsipuedes
24755;-68;0;5;6;6;Salsipuedes
24756;346;0;5;7;36.08;Salsipuedes
24757;373;0;3;6;16.5;Salsipuedes
24758;2;0;7;3;15.16;Salsipuedes
24759;-21;0;3;7;6.25;Salsipuedes
24760;26;0;2;6;3.33;Salsipuedes
24761;-35;1;4;3;14.58;Salsipuedes
24762;532;1;3;6;7.5;Losmochis
24763;-31;0;2;4;6.91;Salsipuedes
24764;283;0;7;6;22.08;Macumba
24765;527;0;;1;0.16;Macumba
24766;-26;0;;1;0.5;Losmochis
24767;-128;0;3;9;11.33;Salsipuedes
24768;665;0;4;6;13.83;Salsipuedes
24769;-57;0;3;7;5;Salsipuedes
24770;232;0;2;6;4.41;Macumba
24771;-2;0;4;4;9.33;Salsipuedes
24772;1037;0;7;7;25.58;Salsipuedes
24773;109;0;3;6;11.58;Salsipuedes
24774;597;0;3;7;9.5;Salsipuedes
24775;64;0;3;3;0.5;Salsipuedes
24776;278;0;;;10.33;Salsipuedes
24777;-21;0;;;1.66;Salsipuedes
24778;179;0;3;1;5.75;Macumba
24779;-66;0;7;;6.33;Macumba
24780;-69;1;1;6;4.5;Salsipuedes
24781;-5;0;4;6;2.5;Salsipuedes
24782;26;0;4;6;12.33;Salsipuedes
24783;-150;1;3;9;5.5;Salsipuedes
24784;-100;1;4;6;11.5;Salsipuedes
24785;-60;0;;;2;Macumba
24786;-57;0;3;3;4.08;Salsipuedes
24787;99;1;3;5;12.08;Salsipuedes
24788;-25;1;2;4;6.41;Salsipuedes
24789;-6;0;5;2;34.25;Macumba
24790;417;1;3;9;17;Salsipuedes
24791;-27;0;2;1;5.41;Salsipuedes
24792;29;0;3;6;12.41;Salsipuedes
24793;24;0;4;8;4.91;Salsipuedes
24794;235;1;2;7;12.5;Macumba
24795;36;0;4;1;2;Macumba
24796;-142;0;;1;15.5;Losmochis
24797;92;0;;;7.41;Salsipuedes
24798;-25;0;2;6;1.25;Salsipuedes
24799;-59;0;5;6;3.33;Salsipuedes
24800;460;0;4;6;24.33;Salsipuedes
24801;982;0;7;6;9.58;Salsipuedes
24802;-18;0;4;5;3.33;Salsipuedes
24803;277;0;;;11.08;Salsipuedes
24804;-63;0;6;8;1.33;Salsipuedes
24805;-23;0;4;6;18.91;Salsipuedes
24806;94;0;4;8;14.08;Salsipuedes
24807;-40;1;;;10;Losmochis
24808;162;0;7;3;30.66;Salsipuedes
24809;146;0;;;1.25;Macumba
24810;-47;0;;;10.83;Salsipuedes
24811;-123;0;3;2;3.33;Salsipuedes
24812;1098;1;6;6;38.91;Salsipuedes
24813;264;0;5;6;2.08;Salsipuedes
24814;105;0;;;10.25;Salsipuedes
24815;-69;0;3;4;9.33;Salsipuedes
24816;128;0;7;6;31.08;Salsipuedes
24817;-3;0;5;3;13.91;Salsipuedes
24818;-15;1;7;6;5.5;Salsipuedes
24819;393;0;;;26.5;Salsipuedes
24820;-9;1;5;8;6.25;Salsipuedes
24821;-21;0;7;2;18.25;Salsipuedes
24822;-40;0;;;22;Salsipuedes
24823;300;0;;;20.25;Salsipuedes
24824;73;0;6;9;6.5;Salsipuedes
24825;176;0;6;9;21.91;Salsipuedes
24826;-2;0;6;4;8.08;Losmochis
24827;112;0;2;6;8.58;Salsipuedes
24828;791;0;1;8;11.75;Salsipuedes
24829;549;0;;;31.83;Macumba
24830;-69;0;3;3;11.66;Macumba
24831;-24;0;7;7;16.08;Salsipuedes
24832;-2;0;4;1;7.66;Losmochis
24833;410;0;5;7;11.75;Salsipuedes
24834;17;0;7;3;1.75;Salsipuedes
24835;19;0;;;3.08;Salsipuedes
24836;-5;0;4;9;10.5;Salsipuedes
24837;-20;1;5;6;5.5;Salsipuedes
24838;-106;0;2;6;2.16;Losmochis
24839;-54;0;;;0.91;Salsipuedes
24840;257;0;3;4;17.83;Salsipuedes
24841;155;0;1;2;4.08;Salsipuedes
24842;357;0;4;5;3.75;Salsipuedes
24843;11;0;;;0.25;Salsipuedes
24844;-2;0;;;2.83;Salsipuedes
24845;-17;1;;;0.25;Salsipuedes
24846;-59;0;7;6;32.25;Macumba
24847;-77;0;7;6;18.41;Salsipuedes
24848;9;0;2;;3.83;Salsipuedes
24849;10;0;6;6;4.5;Salsipuedes
24850;-140;0;2;3;4.91;Salsipuedes
24851;-45;0;4;7;11.5;Salsipuedes
24852;93;0;;;13.41;Salsipuedes
24853;-8;0;;1;6.41;Losmochis
24854;4;0;;;1;Salsipuedes
24855;-5;0;5;7;1.5;Salsipuedes
24856;16;0;;;3.33;Salsipuedes
24857;-45;0;5;6;20;Macumba
24858;747;1;4;5;25.25;Salsipuedes
24859;37;0;2;8;4;Salsipuedes
24860;-99;1;7;4;2.33;Losmochis
24861;199;0;5;5;18;Salsipuedes
24862;97;0;3;5;11.58;Salsipuedes
24863;-1;0;6;6;0.58;Salsipuedes
24864;-25;0;3;3;0.5;Salsipuedes
24865;1911;0;6;4;25.16;Salsipuedes
24866;-3;0;4;3;2.91;Salsipuedes
24867;321;0;6;6;3.66;Losmochis
24868;895;0;4;7;15.66;Salsipuedes
24869;231;0;4;5;15.91;Salsipuedes
24870;126;0;7;1;5;Losmochis
24871;221;0;3;9;4.5;Salsipuedes
24872;-86;0;5;6;3.33;Losmochis
24873;28;0;;;2.91;Salsipuedes
24874;178;0;2;9;2.41;Salsipuedes
24875;157;0;4;3;13.58;Salsipuedes
24876;39;0;4;4;6.66;Salsipuedes
24877;-38;0;5;6;15.25;Losmochis
24878;188;0;;;17.41;Salsipuedes
24879;73;0;3;9;5.41;Salsipuedes
24880;-40;0;;;11.5;Salsipuedes
24881;51;0;4;8;12.25;Salsipuedes
24882;-18;0;;;9.83;Salsipuedes
24883;-49;0;5;9;22.58;Salsipuedes
24884;-7;1;2;4;6.91;Losmochis
24885;603;0;6;1;13.66;Salsipuedes
24886;-53;0;2;9;3.58;Salsipuedes
24887;-178;1;4;8;17.33;Salsipuedes
24888;12;0;6;7;3.58;Macumba
24889;-98;0;;;36.41;Losmochis
24890;271;1;2;6;3.25;Salsipuedes
24891;271;0;5;5;9.5;Salsipuedes
24892;8;0;7;7;10.91;Salsipuedes
24893;13;0;;;12.66;Salsipuedes
24894;44;1;6;8;6.08;Salsipuedes
24895;-64;0;4;7;17;Losmochis
24896;30;0;3;7;18.66;Salsipuedes
24897;-129;0;4;4;4.75;Macumba
24898;-18;1;;;1.83;Salsipuedes
24899;-82;0;3;9;16.66;Salsipuedes
24900;-83;0;2;7;7.58;Salsipuedes
24901;15;0;3;7;3.83;Salsipuedes
24902;920;0;;;7.66;Salsipuedes
24903;589;0;;;12.83;Macumba
24904;-35;1;4;6;5.58;Salsipuedes
24905;-162;0;5;7;32.33;Losmochis
24906;-10;0;4;6;24.58;Salsipuedes
24907;-22;0;1;3;5.33;Losmochis
24908;136;0;5;6;32.16;Salsipuedes
24909;1;0;;;4.75;Losmochis
24910;58;1;;;4.5;Macumba
24911;-54;0;3;1;4.66;Macumba
24912;-29;1;3;1;1.75;Macumba
24913;151;1;3;9;6.33;Salsipuedes
24914;52;0;3;4;1.25;Salsipuedes
24915;3;0;4;4;3.33;Losmochis
24916;-29;0;7;6;7.58;Salsipuedes
24917;-9;0;3;3;4.58;Salsipuedes
24918;25;0;3;6;3.75;Salsipuedes
24919;-66;0;3;5;15.66;Salsipuedes
24920;17;0;6;1;17.66;Losmochis
24921;-29;0;;2;7.33;Salsipuedes
24922;104;0;6;5;26.33;Salsipuedes
24923;232;0;;;5;Salsipuedes
24924;-29;0;;;4;Salsipuedes
24925;546;0;6;6;18.25;Salsipuedes
24926;428;0;;;1.08;Macumba
24927;255;0;2;7;6.08;Salsipuedes
24928;-46;1;;;23.41;Losmochis
24929;193;1;;;6.5;Salsipuedes
